1, 3, 50, 5, 0.060000, 0.600000
2, 9, 50, 12, 0.180000, 0.750000
4, 5, 50, 5, 0.100000, 1.000000
9, 2, 50, 7, 0.040000, 0.285714
11, 3, 50, 3, 0.060000, 1.000000
12, 2, 50, 4, 0.040000, 0.500000
13, 2, 50, 3, 0.040000, 0.666667
14, 0, 50, 4, 0.000000, 0.000000
16, 0, 50, 2, 0.000000, 0.000000
18, 1, 50, 1, 0.020000, 1.000000
20, 3, 50, 5, 0.060000, 0.600000
21, 1, 50, 3, 0.020000, 0.333333
23, 1, 50, 1, 0.020000, 1.000000
25, 2, 50, 3, 0.040000, 0.666667
26, 12, 50, 29, 0.240000, 0.413793
28, 5, 50, 7, 0.100000, 0.714286
29, 5, 50, 8, 0.100000, 0.625000
30, 1, 50, 5, 0.020000, 0.200000
33, 1, 50, 1, 0.020000, 1.000000
34, 1, 50, 4, 0.020000, 0.250000
35, 0, 50, 3, 0.000000, 0.000000
36, 2, 50, 2, 0.040000, 1.000000
38, 2, 50, 2, 0.040000, 1.000000
39, 1, 50, 1, 0.020000, 1.000000
40, 1, 50, 4, 0.020000, 0.250000
41, 0, 50, 2, 0.000000, 0.000000
42, 2, 50, 2, 0.040000, 1.000000
43, 5, 50, 5, 0.100000, 1.000000
46, 3, 50, 12, 0.060000, 0.250000
47, 3, 50, 7, 0.060000, 0.428571
49, 3, 50, 8, 0.060000, 0.375000
50, 2, 50, 2, 0.040000, 1.000000
51, 1, 50, 2, 0.020000, 0.500000
52, 1, 50, 1, 0.020000, 1.000000
53, 0, 50, 1, 0.000000, 0.000000
55, 6, 50, 7, 0.120000, 0.857143
56, 1, 50, 2, 0.020000, 0.500000
58, 3, 50, 12, 0.060000, 0.250000
59, 1, 50, 1, 0.020000, 1.000000
60, 4, 50, 5, 0.080000, 0.800000
61, 2, 50, 5, 0.040000, 0.400000
64, 8, 50, 14, 0.160000, 0.571429
67, 7, 50, 11, 0.140000, 0.636364
69, 11, 50, 19, 0.220000, 0.578947
70, 6, 50, 12, 0.120000, 0.500000
73, 0, 50, 2, 0.000000, 0.000000
75, 0, 50, 1, 0.000000, 0.000000
78, 0, 50, 1, 0.000000, 0.000000
80, 0, 50, 1, 0.000000, 0.000000
81, 9, 50, 16, 0.180000, 0.562500
82, 3, 50, 4, 0.060000, 0.750000
84, 3, 50, 5, 0.060000, 0.600000
88, 2, 50, 5, 0.040000, 0.400000
90, 5, 50, 11, 0.100000, 0.454545
95, 0, 50, 1, 0.000000, 0.000000
96, 3, 50, 6, 0.060000, 0.500000
97, 1, 50, 1, 0.020000, 1.000000
98, 4, 50, 11, 0.080000, 0.363636
103, 10, 50, 14, 0.200000, 0.714286
104, 1, 50, 1, 0.020000, 1.000000
105, 2, 50, 2, 0.040000, 1.000000
106, 1, 50, 4, 0.020000, 0.250000
107, 12, 50, 35, 0.240000, 0.342857
108, 5, 50, 8, 0.100000, 0.625000
109, 4, 50, 7, 0.080000, 0.571429
110, 0, 50, 1, 0.000000, 0.000000
112, 1, 50, 5, 0.020000, 0.200000
113, 0, 50, 1, 0.000000, 0.000000
116, 1, 50, 2, 0.020000, 0.500000
117, 6, 50, 15, 0.120000, 0.400000
118, 7, 50, 9, 0.140000, 0.777778
119, 0, 50, 3, 0.000000, 0.000000
120, 2, 50, 7, 0.040000, 0.285714
123, 0, 50, 1, 0.000000, 0.000000
124, 4, 50, 4, 0.080000, 1.000000
129, 2, 50, 3, 0.040000, 0.666667
130, 5, 50, 5, 0.100000, 1.000000
132, 2, 50, 2, 0.040000, 1.000000
133, 3, 50, 3, 0.060000, 1.000000
134, 1, 50, 1, 0.020000, 1.000000
136, 3, 50, 7, 0.060000, 0.428571
137, 1, 50, 2, 0.020000, 0.500000
139, 4, 50, 8, 0.080000, 0.500000
140, 9, 50, 14, 0.180000, 0.642857
145, 7, 50, 24, 0.140000, 0.291667
146, 0, 50, 1, 0.000000, 0.000000
147, 1, 50, 5, 0.020000, 0.200000
149, 3, 50, 4, 0.060000, 0.750000
151, 4, 50, 6, 0.080000, 0.666667
153, 4, 50, 8, 0.080000, 0.500000
154, 1, 50, 2, 0.020000, 0.500000
155, 2, 50, 4, 0.040000, 0.500000
156, 1, 50, 4, 0.020000, 0.250000
158, 2, 50, 2, 0.040000, 1.000000
159, 1, 50, 3, 0.020000, 0.333333
161, 2, 50, 7, 0.040000, 0.285714
162, 2, 50, 5, 0.040000, 0.400000
164, 0, 50, 1, 0.000000, 0.000000
165, 1, 50, 1, 0.020000, 1.000000
166, 3, 50, 13, 0.060000, 0.230769
168, 2, 50, 13, 0.040000, 0.153846
169, 7, 50, 8, 0.140000, 0.875000
172, 0, 50, 1, 0.000000, 0.000000
173, 3, 50, 8, 0.060000, 0.375000
174, 3, 50, 5, 0.060000, 0.600000
175, 5, 50, 6, 0.100000, 0.833333
179, 7, 50, 12, 0.140000, 0.583333
180, 9, 50, 14, 0.180000, 0.642857
183, 5, 50, 17, 0.100000, 0.294118
184, 1, 50, 2, 0.020000, 0.500000
185, 6, 50, 7, 0.120000, 0.857143
187, 7, 50, 12, 0.140000, 0.583333
188, 1, 50, 1, 0.020000, 1.000000
189, 4, 50, 17, 0.080000, 0.235294
190, 5, 50, 8, 0.100000, 0.625000
191, 2, 50, 6, 0.040000, 0.333333
192, 0, 50, 1, 0.000000, 0.000000
196, 2, 50, 4, 0.040000, 0.500000
197, 6, 50, 10, 0.120000, 0.600000
200, 1, 50, 2, 0.020000, 0.500000
201, 1, 50, 11, 0.020000, 0.090909
